,FileID,file_freq,user_count,user_freq,prod_count,prod_freq,no_diff_count
0,dfccd8e23f0b03ec4db7a9a745ad7399,926.0,6.0,154.33333333333334,1.0,926.0,0.0
1,29962f9102502ee76bb3cddb8cf8c9ad,1422.0,1.0,1422.0,1.0,1422.0,1.0
2,fa3fa642378b9d98c0e2770611b92eb3,219.0,109.0,2.0091743119266057,8.0,27.375,6.0
3,48f90ea1af2c04677c6890db392ca088,282.0,282.0,1.0,3.0,94.0,0.0
4,d0ff310c25e3bd7ae919d34dc38fb0de,279.0,279.0,1.0,3.0,93.0,0.0
5,273e870ddd4e1374200131c3b1cbb184,283.0,283.0,1.0,3.0,94.33333333333333,0.0
6,95a63835260533ce78e31613de803607,283.0,283.0,1.0,3.0,94.33333333333333,0.0
7,bccdef04467a4ff9f4073d605c0d97b0,57.0,13.0,4.384615384615385,2.0,28.5,0.0
8,bdbfbbb6f12a394e41a75bef1fa2729c,281.0,281.0,1.0,3.0,93.66666666666667,0.0
9,d0051a6bd87a07ff2697624302a09220,285.0,285.0,1.0,3.0,95.0,0.0
10,287afb906d705052feefb6669636338e,280.0,280.0,1.0,3.0,93.33333333333333,0.0
11,6ed55db72e8c405b02f8157caf8c9f52,281.0,281.0,1.0,3.0,93.66666666666667,0.0
12,160504a64df2255768cf5e84dfaac213,280.0,280.0,1.0,3.0,93.33333333333333,0.0
13,1c609b42afaea4dacfa38c1f544a3bc5,282.0,282.0,1.0,3.0,94.0,0.0
14,a41e2f197f0ee945f7166a56824c59b1,277.0,277.0,1.0,3.0,92.33333333333333,0.0
15,e6940f9abe96908633d14d35035fc0e9,281.0,281.0,1.0,3.0,93.66666666666667,0.0
16,c45aec18d358e4ec45759115ebe9bcc3,286.0,286.0,1.0,3.0,95.33333333333333,0.0
17,dbf5e5917c9ab5070e88f8ecb05b459e,288.0,288.0,1.0,3.0,96.0,0.0
18,21d3bbe04c89a893db1d1386ff505bc9,286.0,286.0,1.0,3.0,95.33333333333333,0.0
19,587b409786a86fb1834b1984e060f036,283.0,283.0,1.0,3.0,94.33333333333333,0.0
20,8ad56a0a0053ccacf5beb2bf60018a29,283.0,283.0,1.0,3.0,94.33333333333333,0.0
21,0ed63a9cf6518c261a00fdc150a9bdb9,92.0,1.0,92.0,1.0,92.0,0.0
22,b452ea40178203b03beb3c2205c9a7c8,286.0,286.0,1.0,3.0,95.33333333333333,0.0
23,268e3169e8ed3b5975d6afea7e6a210d,286.0,286.0,1.0,3.0,95.33333333333333,0.0
24,39a2299d476c9fb2c885e6c50e79c66a,287.0,287.0,1.0,3.0,95.66666666666667,0.0
25,3f5f97b8a4db09989f158d11e78372db,284.0,284.0,1.0,3.0,94.66666666666667,0.0
26,afba10baa183b2a5ee9e7a44e06350cd,256.0,256.0,1.0,3.0,85.33333333333333,0.0
27,bf2dbe1ce720e54f5190f92731590e18,283.0,283.0,1.0,3.0,94.33333333333333,0.0
28,0a773e76c1126ca2be777550dcd74d86,285.0,285.0,1.0,3.0,95.0,0.0
29,0563d4a3b0ef5e158161eba1384a7073,282.0,282.0,1.0,3.0,94.0,0.0
30,4bf0889fb8af30dcf30c53c3aee14853,280.0,280.0,1.0,3.0,93.33333333333333,0.0
31,a2ef73d650e341b3251c54e6a58be0b6,278.0,278.0,1.0,3.0,92.66666666666667,0.0
32,687fc3678ea90c029db8b8391dd2497a,279.0,279.0,1.0,3.0,93.0,0.0
33,d658299ac9ec7e51d1f3cfd152b0f1ed,272.0,272.0,1.0,3.0,90.66666666666667,0.0
34,ee30602b0da639ff29012560cbcd25a7,191.0,113.0,1.6902654867256637,8.0,23.875,76.0
35,8b262f659a1794caa6c8157b3d18e1c4,361.0,361.0,1.0,5.0,72.2,0.0
36,ffe023042f06cb48603058b6245fc338,100.0,57.0,1.7543859649122806,5.0,20.0,0.0
37,b0568b09ae8eaf6f32a0476d1e60b069,299.0,9.0,33.22222222222222,7.0,42.714285714285715,0.0
38,792c447bc89bb70c0c3eba4caa4fecf0,62.0,55.0,1.1272727272727272,5.0,12.4,0.0
39,94d39a8c011528d94fdd1c459a06311a,20.0,2.0,10.0,1.0,20.0,2.0
40,efb87883ca35c2ab2a310c894a240c74,81.0,19.0,4.2631578947368425,5.0,16.2,6.0
41,33448acd2b7c34f6355c9338dd561dc2,403.0,375.0,1.0746666666666667,4.0,100.75,20.0
42,c1073a467b079240d6d7ae1d37bf5e49,119.0,23.0,5.173913043478261,6.0,19.833333333333332,1.0
43,110c045ea2d1a538d94f017e9ac7f1b9,85.0,69.0,1.2318840579710144,3.0,28.333333333333332,1.0
