,FileID,file_freq,user_count,user_freq,prod_count,prod_freq,no_diff_count
0,9c1e66830d290960ef5f31d9b7a9be19,119.0,5.0,23.8,4.0,29.75,21.0
1,f8450d45063dbb83460bad5d1e850098,527.0,522.0,1.0095785440613028,6.0,87.83333333333333,0.0
2,57da1d05e30ad38757e5156a8c96f0df,1054.0,1021.0,1.0323212536728696,7.0,150.57142857142858,24.0
3,cdf27834d71aea5d7974b541b0074d8d,724.0,684.0,1.0584795321637428,6.0,120.66666666666667,33.0
4,c64871c608840cfcf4fcc1476e30bf4f,2269.0,2143.0,1.0587960802613159,9.0,252.11111111111111,35.0
5,66e9f8f269b04c9f54f3a4cfdb0bb825,60.0,41.0,1.4634146341463414,6.0,10.0,5.0
6,29be9220fd7503836482b987cdd5edd9,13.0,13.0,1.0,5.0,2.6,0.0
7,e762bdb5aa91041025b6dcf3c867a64b,161.0,48.0,3.3541666666666665,8.0,20.125,22.0
8,f5b69c153a9af09326ac75523761d7f2,108.0,83.0,1.3012048192771084,5.0,21.6,0.0
9,f119d791d0b5e0750c3b8415ec72e0bf,609.0,569.0,1.070298769771529,8.0,76.125,6.0
10,035531b01d7941104cadedb566c05e16,44.0,33.0,1.3333333333333333,6.0,7.333333333333333,0.0
11,e999af46049ee1532e745878e777f01a,123.0,95.0,1.2947368421052632,5.0,24.6,0.0
12,be92f7fb4e26cea1e354cd208b81d292,273.0,202.0,1.3514851485148516,7.0,39.0,62.0
13,ee725ea598df7256d845977bb8990995,383.0,380.0,1.0078947368421052,6.0,63.833333333333336,0.0
14,294cbdb1bcaa7f98724ca5cc97b8a597,15.0,7.0,2.142857142857143,4.0,3.75,1.0
15,9945e4dba5759fc38e6566c3e2f859eb,1541.0,91.0,16.934065934065934,3.0,513.6666666666666,705.0
16,20e42fc421f0a0ebb2be2252cdda3754,2307.0,2151.0,1.0725244072524407,8.0,288.375,133.0
17,fcaf1dc3b19fc3b352f2c7e7b68e32bc,1572.0,1463.0,1.0745044429254955,9.0,174.66666666666666,59.0
18,4b5a4dee38f6765ba4d4c68206fd78c2,1132.0,853.0,1.3270808909730363,3.0,377.3333333333333,109.0
19,a639e8a304fc35513e2e40a45cad0870,237.0,215.0,1.1023255813953488,7.0,33.857142857142854,9.0
20,ebaafd6e3923a2cd526a89018f5a5844,230.0,211.0,1.0900473933649288,8.0,28.75,3.0
21,0d402535e3c49c4a07419cfa24442a8e,19.0,5.0,3.8,3.0,6.333333333333333,2.0
22,2888388cf4ec8a850fe722b3f0e215e9,93.0,76.0,1.2236842105263157,4.0,23.25,0.0
23,6563396414804c3b47d7ae5a9ff3f0bc,5.0,3.0,1.6666666666666667,3.0,1.6666666666666667,0.0
24,f8954cb0943fa30cb5abae5ebb83ce6b,15.0,10.0,1.5,2.0,7.5,5.0
25,18b4f78824f455c8a80585b38e539fb8,258.0,142.0,1.8169014084507042,4.0,64.5,0.0
26,39a4fa9842b9997337620218c73c13be,41.0,30.0,1.3666666666666667,2.0,20.5,0.0
27,40da7cbdaae563416657d2140603facc,893.0,621.0,1.4380032206119162,6.0,148.83333333333334,137.0
28,d3689840046753a3d468675619ffd5dc,283.0,112.0,2.5267857142857144,7.0,40.42857142857143,5.0
29,1b32ddf83110747d011f8a3ec57954d3,74.0,58.0,1.2758620689655173,6.0,12.333333333333334,0.0
30,2e4dd808689d82f21af033e969883184,854.0,529.0,1.614366729678639,6.0,142.33333333333334,5.0
31,dff708966d658ddab4dfeccb4baac211,844.0,747.0,1.1298527443105757,5.0,168.8,75.0
32,845e6bc81ba415fc58e4d3fd9701c3f7,129.0,100.0,1.29,7.0,18.428571428571427,12.0
33,dd79f5e06504fb520c3e207d7a6a160f,110.0,96.0,1.1458333333333333,6.0,18.333333333333332,0.0
34,29973b43885c87256504e0105046504c,246.0,151.0,1.6291390728476822,8.0,30.75,66.0
35,7b56f9bfb0c4fdfa5f76d53895f089ad,579.0,518.0,1.1177606177606179,10.0,57.9,8.0
36,19d11de040db2a741569a2b0c54cb355,1369.0,139.0,9.848920863309353,6.0,228.16666666666666,26.0
37,c3a65487d93ed2882c45aa6272c579a6,1145.0,24.0,47.708333333333336,5.0,229.0,30.0
38,bb7f22efbcdba3ceeb4a6704908f87ac,103.0,84.0,1.2261904761904763,4.0,25.75,0.0
39,94ece955ae3314893a63f8ae2ccab513,1157.0,1063.0,1.088428974600188,9.0,128.55555555555554,30.0
40,74085d86caa9236fb2831beaaa210856,11.0,2.0,5.5,1.0,11.0,0.0
41,08210e6458c89d768e61efe370cfeafd,53.0,32.0,1.65625,4.0,13.25,1.0
42,0499c6c861e8db7cbe7a4e825933404c,3003.0,2957.0,1.0155563070679743,6.0,500.5,9.0
43,036ff968f1e57d267d28ed1809b17ce2,2193.0,1583.0,1.385344283006949,8.0,274.125,363.0
44,affcbeae8b3aa6c6831b7e940263559a,611.0,607.0,1.0065897858319606,4.0,152.75,0.0
45,f5106a36be4e3269ee5c7b02b1601084,1795.0,1538.0,1.1671001300390118,5.0,359.0,129.0
46,4e715442f618e031241a47461534e6c6,669.0,669.0,1.0,3.0,223.0,0.0
47,d8313e451dbe16781d5d53110692974f,14.0,8.0,1.75,3.0,4.666666666666667,0.0
48,c8caf7f7e2e1c3c9f510976cc32c63f1,628.0,628.0,1.0,3.0,209.33333333333334,0.0
49,1ce6b74692135f37ab6ed8fb56799c56,299.0,299.0,1.0,3.0,99.66666666666667,0.0
50,3e496b93b9d31af95716bdb7221da1a9,583.0,583.0,1.0,3.0,194.33333333333334,0.0
51,e7726d33e39583099138680d6569a06a,609.0,609.0,1.0,3.0,203.0,0.0
52,6077da862b41ace0e97eb21c020b5055,112.0,85.0,1.3176470588235294,4.0,28.0,0.0
53,bc89c4bb7a49db4b274f17aba28b46a9,289.0,280.0,1.0321428571428573,5.0,57.8,2.0
54,a7d97466f343ef870041a1a36f20461a,57.0,49.0,1.163265306122449,6.0,9.5,0.0
55,28d083d02a16de17812a92ac04933fdd,836.0,826.0,1.0121065375302662,7.0,119.42857142857143,1.0
56,ebafd0b7e5926188d7eb5f3c0beafb4e,767.0,736.0,1.0421195652173914,5.0,153.4,19.0
57,08b9d53935d3886f5a9d1a0b6d3a7b75,1709.0,1601.0,1.0674578388507183,9.0,189.88888888888889,19.0
58,725b61e322ccb121085f27e153607674,6.0,4.0,1.5,4.0,1.5,0.0
59,a488057e9f5d0bae4b1ad6dcc78347b3,780.0,728.0,1.0714285714285714,11.0,70.9090909090909,5.0
60,bf351c9900bcddd8c84781e448d5af79,626.0,626.0,1.0,3.0,208.66666666666666,0.0
61,ed8ee509d202b20ca2eb4c8995593e95,249.0,200.0,1.245,8.0,31.125,3.0
62,f5eaf48d764e198b5bb94aa18fa9b6e4,93.0,63.0,1.4761904761904763,6.0,15.5,0.0
63,7d0e0163f28803b3e5bc7a00919f8537,626.0,8.0,78.25,3.0,208.66666666666666,21.0
64,3b649efab10edff51ceca7d07218317d,276.0,266.0,1.037593984962406,6.0,46.0,0.0
65,c676c6504e2cee7cea558e3648e2dbf3,776.0,693.0,1.1197691197691197,7.0,110.85714285714286,63.0
66,e57cfe62d85e2896518f2c381e1b17cc,228.0,11.0,20.727272727272727,2.0,114.0,0.0
67,a4c7604c5bf74454ea43252779c589f2,158.0,143.0,1.1048951048951048,5.0,31.6,2.0
68,cf82ea24f3774fe81fa1c5dc9b9dd674,600.0,600.0,1.0,3.0,200.0,0.0
69,9c882b149485c74235728c8a6e614e93,418.0,359.0,1.1643454038997214,6.0,69.66666666666667,52.0
70,5d02eb9f4f19fff6d48432398eaa7462,56.0,51.0,1.0980392156862746,3.0,18.666666666666668,0.0
71,76fb78dcb0c271c263dc8a0e300c34cf,73.0,66.0,1.106060606060606,5.0,14.6,0.0
72,1215bdb44a55b7d59d32a789cf6aed9c,314.0,273.0,1.15018315018315,7.0,44.857142857142854,8.0
73,ee489cede55fd82896c6bd63c8eff411,292.0,257.0,1.1361867704280155,7.0,41.714285714285715,4.0
74,759a047b6c133a6d69f97d142946598e,14.0,12.0,1.1666666666666667,5.0,2.8,0.0
75,121773e6b1778964e7f2262fad08de0e,75.0,68.0,1.1029411764705883,7.0,10.714285714285714,0.0
76,3e8df331aaf8926fd6d5b5ed2d3c328d,295.0,262.0,1.1259541984732824,6.0,49.166666666666664,8.0
77,986cdaeb8ea102d808ca9cd1937b22a2,84.0,66.0,1.2727272727272727,6.0,14.0,1.0
78,127127350c22bd30353df3eb52bd4870,28.0,28.0,1.0,1.0,28.0,0.0
79,a5b1b483c3cb23279a0d173a49aadc60,37.0,13.0,2.8461538461538463,5.0,7.4,6.0
80,8168c090719152c2bd9eba47c0cc0821,146.0,73.0,2.0,3.0,48.666666666666664,1.0
81,17f9e1ed427f2cf960f12f618a43875e,311.0,269.0,1.1561338289962826,6.0,51.833333333333336,8.0
82,25a84e282dfde35254dc0ad5bd5c73dd,303.0,268.0,1.1305970149253732,7.0,43.285714285714285,3.0
83,33ec1e9ce4ac2c4d6a736ae66c89ff3e,297.0,257.0,1.1556420233463034,6.0,49.5,11.0
84,2f6423f57ed4b7706fb48484ce43e6e6,159.0,149.0,1.0671140939597314,6.0,26.5,6.0
85,4bbe39406e593debf78960cadb7a90a4,101.0,66.0,1.5303030303030303,7.0,14.428571428571429,0.0
86,2b32ae7e86762a7d5654ae7a76a1d5c8,1532.0,1471.0,1.0414683888511216,8.0,191.5,11.0
87,e0db09f32dffa6a2c6f4548c8031f330,212.0,61.0,3.4754098360655736,3.0,70.66666666666667,40.0
88,7503cdfa1e2d779cf0746cd1ec7d85ca,310.0,278.0,1.1151079136690647,8.0,38.75,4.0
89,4982411862680f639f192e303ff03192,556.0,517.0,1.0754352030947776,5.0,111.2,13.0
90,ef2048dedbd30d3d8f151998e9ff2828,311.0,272.0,1.1433823529411764,9.0,34.55555555555556,4.0
91,e040ce8f70f294f10214e24e9cab53dc,210.0,126.0,1.6666666666666667,5.0,42.0,3.0
92,3ba423818d6c80eeb70b98e5607a3a3c,87.0,8.0,10.875,5.0,17.4,4.0
93,922b2004ac1342926ecda86e8c734130,121.0,103.0,1.174757281553398,6.0,20.166666666666668,9.0
94,60ce5f135be145907a0987273c338094,85.0,52.0,1.6346153846153846,4.0,21.25,4.0
95,f809efda18a0c1c6253bb0cfd0602a31,676.0,668.0,1.0119760479041917,7.0,96.57142857142857,3.0
96,77fd57d9c2d6aa404c6ed5004173d5d1,1529.0,1414.0,1.0813295615275813,6.0,254.83333333333334,9.0
97,abcc11ecc216d93c37dda87f7ef3bf93,958.0,902.0,1.0620842572062084,5.0,191.6,27.0
98,27931866c84deaa6825b451603607289,894.0,889.0,1.0056242969628797,6.0,149.0,4.0
99,c818e752abc97609af93e44fc2847a7a,1091.0,969.0,1.1259029927760578,5.0,218.2,10.0
100,16545604a52bd4908496fedeeca63ac2,1242.0,1135.0,1.094273127753304,9.0,138.0,35.0
101,c969f38143466bb3777aaf105b20c0f7,124.0,112.0,1.1071428571428572,5.0,24.8,10.0
102,3fd7ed73722a247911c24b5576b819d2,587.0,532.0,1.1033834586466165,7.0,83.85714285714286,46.0
103,12cc135ff67e19e1fdec15a1a31e286a,956.0,841.0,1.1367419738406659,5.0,191.2,9.0
104,1565e83b5baa6ece6d07254c76794053,956.0,956.0,1.0,5.0,191.2,0.0
105,0f72c641000988317fa7931d52d02174,919.0,919.0,1.0,4.0,229.75,0.0
106,31ee6e6943df2e89e7ede3bb9769f80d,911.0,911.0,1.0,3.0,303.6666666666667,0.0
107,e535ce00d2a57ec13aeccd19521e71f2,906.0,906.0,1.0,3.0,302.0,0.0
108,e3aad953ce01496867fd79d23b9eb223,24.0,12.0,2.0,5.0,4.8,4.0
109,910d23012045f6bc1b8342e9ef45b381,315.0,306.0,1.0294117647058822,5.0,63.0,1.0
110,170e4d4878aec530f382e65da4ba5cb6,30.0,26.0,1.1538461538461537,3.0,10.0,0.0
111,66d3edca67cb34126e9df0c429460a0d,23.0,23.0,1.0,3.0,7.666666666666667,0.0
112,ccdb1bc35ac0d5ba04942673ccfda7c6,594.0,594.0,1.0,4.0,148.5,0.0
113,9c5cf680f082fcd64826aecab9f90c86,579.0,579.0,1.0,3.0,193.0,0.0
114,d3d4f90081ee67be256c5ab66c56fd6e,599.0,599.0,1.0,3.0,199.66666666666666,0.0
115,22d05b155400e2236434fd44a3588a06,470.0,470.0,1.0,3.0,156.66666666666666,0.0
