,FileID,file_count,user_count,prod_count,no_diff_count,prod_open_max,prod_open_min,prod_open_mean,prod_open_std
0,96e058fa2ccbbf6391431c43998da961,93,75,9,0,65,1,10.333333333333334,20.83266665599966
1,0913bf24add4f4bea1cec931a8a75650,1116,7,3,3,670,3,372.0,339.1209223861011
2,0c23389aac371e90ad39ea07ab934d0a,16,4,1,0,16,16,16.0,0.0
3,d3548c2bf0fa7bb9c34050598092c996,319,307,4,1,206,10,79.75,89.70460783408323
4,eb42a0f5ba7b8248baf07e6f87f754b0,566,500,3,57,336,61,188.66666666666666,138.55083303009525
5,ba204ffbeb33c660fffe948c193a8545,89,80,4,0,80,1,22.25,38.560558433024106
6,b5b389577531a96416dde5d0c93daedb,1790,1552,4,192,1338,5,447.5,614.776111008444
7,fabe9a654ac45979554c5d6e0c9128a0,36,25,3,0,22,2,12.0,10.0
8,244a27571095a5eead06a043088a5016,178,155,8,3,86,1,22.25,29.764552263196762
9,c7faa4dc2bc1cd381badc825e64a934e,174,152,7,1,78,3,24.857142857142858,28.097618946739782
10,dd10dbf8a0d77e122b2c6b2b072c2cd0,134,97,6,1,52,2,22.333333333333332,21.02062479249051
11,54cc9fd7267f9bfc5a10be6fc6986dba,34,15,1,0,34,34,34.0,0.0
12,b0b4c6d07df442fada30dd85be51f5df,149,82,7,32,47,2,21.285714285714285,17.736161607614783
13,f05f04affb91324df0334be3328421c9,99,77,6,0,62,1,16.5,24.056184236075346
14,25b2c813704e8987b4d509e4d5f96dd5,98,81,7,0,59,1,14.0,21.1266025033211
15,bf06bb169605f735eea70a4fdf500235,382,76,8,2,221,4,47.75,71.91016220654372
16,ee3c8f6752b0ad182681c1c97f1363d3,18,18,4,0,6,3,4.5,1.2909944487358056
17,5ba7c29015c6ff53ad7484415a466e95,898,537,7,7,444,1,128.28571428571428,178.8833085987569
18,5d9d9a6c8116b5c45e05501e90cb136f,356,241,6,63,186,1,59.333333333333336,81.78426906604146
19,f47b1b941a9fb214227e19d583ee1e28,326,219,6,62,154,5,54.333333333333336,68.23977334858803
20,b03343bf5d8090f8e900e48c74ceece6,46,26,4,4,14,7,11.5,3.1091263510296048
21,90668634d7be7264c7601ed732f2cf37,1783,1677,6,7,1280,1,297.1666666666667,506.58204337171946
22,057dfc924eca65c58fafa1d280b37d80,96,59,4,7,66,3,24.0,28.786570943178813
23,6f348a0137a67be76d77415e814746e2,401,183,4,7,242,1,100.25,113.70246259426398
24,105c51a244891fc491c340f740641229,103,81,5,2,62,1,20.6,25.89015256810975
25,2033f9913190e5312ae9b986ee7a8d2e,897,860,8,1,575,5,112.125,197.83863373972233
26,64cb3ec071eb2737fade65d9fab45338,900,866,8,3,568,4,112.5,194.85085871726906
27,3face90be0c2a645368c4017d1a99e72,113,108,4,0,78,8,28.25,33.47013594235912
28,4c8a140373deaf799070b5cc0b67bad0,82,71,5,0,58,1,16.4,23.860008382228198
29,84ef9fd483f560d9b0ffe42287d14c34,310,254,9,37,119,1,34.44444444444444,42.38546658676506
30,2b603452b7e430891d1f6cc5487d8926,519,450,3,61,327,42,173.0,143.88537104236832
31,b8301acfe42227c298c06fd39f0d46e0,2842,2673,5,130,2077,1,568.4,889.5851842291439
32,47baaefc75c7a6c957aaf7ea7b441517,12,8,3,0,7,1,4.0,3.0
33,89ce7241593b3e00fae0ef99e1280fe2,13,12,1,0,13,13,13.0,0.0
34,502b090e4dd24d49e08ed7f6c093e9da,17,12,2,0,16,1,8.5,10.606601717798213
35,c3cf9a697a9082221d2a72ddbff450d1,14,6,2,0,10,4,7.0,4.242640687119285
36,b7105c67c20de1ba2d5799d92b3d64c6,17,11,3,1,8,4,5.666666666666667,2.0816659994661326
37,471f10fcfbfd277e915e8213710c6d97,74,21,5,0,40,3,14.8,15.53061492665374
38,239303d507a63829159f5fd9b614fe96,215,141,3,10,97,25,71.66666666666667,40.463975747982715
39,1feb58026e02ff0befc8266f6a700e0b,232,195,7,27,131,3,33.142857142857146,45.49515934480858
40,0b361079d182d290e403763666733d26,106,26,2,26,77,29,53.0,33.94112549695428
41,1d10d5b11768ef3fdb503f9121dd2473,7,6,3,0,4,1,2.3333333333333335,1.5275252316519465
42,d802247b22900b90d579ac1fd04816c1,22,11,1,0,22,22,22.0,0.0
43,3f1715da710353b7b02dd142f4494115,698,549,8,97,474,6,87.25,160.29414925602958
44,e882894b2fee92127dc76f5872433387,1472,1348,5,35,1076,1,294.4,458.08001484456844
45,d66f98e42262cd52ad218c3607ce3d01,153,143,5,7,118,1,30.6,50.132823578968704
46,64181617d9d4678f5aa847e387583cda,1467,1340,4,41,1066,3,366.75,486.7671414547206
47,b97f274406b0b02f7c06f028c20f3d34,90,72,5,1,58,1,18.0,23.37733945512192
