,FileID,file_count,user_count,prod_count,no_diff_count,prod_open_max,prod_open_min,prod_open_mean,prod_open_std
0,5e602f684b59b351b2230b520684876a,46,2,2,0,43,3,23.0,28.284271247461902
1,7047126da9b212c6589bb29de55a6270,5,1,1,0,5,5,5.0,0.0
2,b824248d0fe246d09b327824dd37f40b,575,465,7,70,318,1,82.14285714285714,134.6531699978734
3,8cc6d346451d31e6da4c4fc0f5e8ac49,211,210,3,0,176,8,70.33333333333333,92.00181157636698
4,c5b3895ea2dce7f455f5529c1397e3ca,27,24,1,0,27,27,27.0,0.0
5,5e660d8fd240c1dad71901ae15e7716f,136,136,4,0,70,4,34.0,29.79932885150268
6,da625f4efb0b99a5bffbc28c4bd830e9,71,48,4,1,56,1,17.75,25.979158313283875
7,09911be2c9e34d3a7d133ff53e87d3bc,27,17,8,1,7,1,3.375,2.2638462845343543
8,e1f6299f0dc1174a718374ef0b701933,120,95,7,1,38,5,17.142857142857142,13.680016708427557
9,c3bd6553507e18f8a9dad51e64d37f07,38,27,3,1,25,4,12.666666666666666,10.969655114602888
10,19698648c1e167fb4b8c95c10a46ef52,180,174,6,1,58,6,30.0,21.194338866782328
11,e0b9d5a8d4bbd7aace33d4e75f400238,768,757,8,2,283,2,96.0,112.52428309353624
12,da3e514e063869f552963c05a9021d57,220,136,6,18,111,1,36.666666666666664,39.256421979934274
13,54a02378d5465103f84999974618818f,75,26,3,0,37,18,25.0,10.44030650891055
14,ae26ac8e6875d81a718882ad5b3e3784,527,508,4,8,343,4,131.75,157.90371538799627
15,3c8997ae6ce070d068b993243216d5fc,176,176,4,0,101,1,44.0,42.949582846247374
16,feae671a81b056b108ca12693e7e7699,171,171,4,0,102,1,42.75,43.568910934288915
17,812233ee552659a9bc882ceae31485a9,109,77,8,1,45,2,13.625,13.721073469042324
18,1afc9cad5486d134383976668ced6a3c,213,150,7,8,106,1,30.428571428571427,37.88516483118048
19,deeb1f0be013f39cf0d5b751db179e74,346,256,6,66,238,3,57.666666666666664,90.69656369822766
20,263df1767b6abdf63285e1d0c044352f,739,397,8,322,425,1,92.375,150.8091864386441
21,6c620f591abe7494c360fb932f82bcf3,1553,336,6,1176,718,1,258.8333333333333,330.10750774053395
22,476f3fa261a5a274870925cb781d7033,152,106,4,0,85,1,38.0,37.14835124201342
23,e2d424210aa4a39567f4b0d8ae23725b,113,31,2,8,77,36,56.5,28.991378028648448
24,ffe7e5702d4e4cb433d683acc7ffaba1,76,27,4,4,46,5,19.0,19.096247449870006
25,e04536b356294fed18acd08608f5c599,12,5,2,0,6,6,6.0,0.0
26,56fe46dd256b29b0c8de2988d1ae02e8,79,17,1,0,79,79,79.0,0.0
27,03c747f325e1035ca81e70f40b674685,174,151,6,1,60,1,29.0,27.597101297056547
28,f50a59a681599548318663e4e271fd4d,101,91,6,0,48,1,16.833333333333332,19.75263695476294
29,1ea4b950d0cb72be37ee66a4e61362bc,871,683,8,123,456,1,108.875,153.1231413881371
30,edb67d0c0528de340fb29a734330495e,338,293,8,25,228,1,42.25,78.32852062216638
31,3d4b0d56519d66cfb6d4c12ace9c55a2,20,8,1,0,20,20,20.0,0.0
32,95ec58cbe3ad2dfccb29205a668de401,40,37,4,0,33,1,10.0,15.44884030167529
33,cfe05467f83bb72e41c86faa1efce791,68,7,1,0,68,68,68.0,0.0
34,1154efd4e9d81feb4b82ad83026b8d43,50,48,6,2,17,1,8.333333333333334,6.801960501698511
35,ad04cf5e8a4b2e525d99e95adc1868fc,19,19,3,0,12,3,6.333333333333333,4.932882862316247
36,059e4a9fb738c8060430314fc651d445,27,27,3,0,12,6,9.0,3.0
37,f9de58928e032702b4aaa397a26c8422,94,80,6,11,44,1,15.666666666666666,17.59166469287846
38,7e207d9d665050a567f820dc86aea724,22,15,5,0,10,1,4.4,3.646916505762094
39,483d8933d83d857929f98ea51744edcb,83,77,8,3,20,2,10.375,7.029275516418053
40,3c994bdad47e09580048eaeb3e1cfe8b,828,828,3,0,602,28,276.0,294.8423307464517
41,6fb84a4f794fbfd880af5b6f9cb4c123,11,11,4,0,6,1,2.75,2.362907813126304
42,f8202b263ebeacee2c24a48e8eafe05a,92,82,5,8,67,2,18.4,28.00535663047339
43,fe4e0786be1f500936b79f2e37a194e5,169,39,4,0,70,12,42.25,26.158172719056658
44,21f1eb61ca72bcf732129a0f3720a1a0,40,17,2,0,34,6,20.0,19.79898987322333
45,cc997c27da13897af29a2656d40be046,233,149,7,80,205,3,33.285714285714285,75.75115903560878
46,41b9eccf04917c25c03620f1f542b8c5,31,11,6,4,9,2,5.166666666666667,2.9268868558020253
47,8e5167c2a35fdf156f1beab61a80866a,60,53,6,0,50,2,10.0,19.595917942265423
48,431ea9da22c6befdf67b6e888d72a8ca,246,214,5,13,131,2,49.2,57.93703478777629
49,756d6395d3c45aac86450b60cd6c4e8c,145,136,5,7,100,1,29.0,42.089191011469914
50,92ba2986262f16f820b036109e630a80,81,81,3,0,59,4,27.0,28.583211855912904
51,d806c4c304da4b905b7c470c20d9de73,82,82,3,0,54,5,27.333333333333332,24.78574859336174
52,040d78660ff1e6304fdf6549b04b0c67,84,84,3,0,56,5,28.0,25.865034312755125
53,15ce60ef212da8504a7e237080e7e0fb,85,85,3,0,58,5,28.333333333333332,27.061657993059725
54,d85fc643cc771d7be05ef92924dac112,82,82,3,0,54,5,27.333333333333332,24.78574859336174
55,ded989644c04c33f409246fd22b80436,86,86,3,0,58,5,28.666666666666668,26.950572040929544
56,2ab026dcc4b82e526a54b9d7b58286dd,86,86,3,0,58,5,28.666666666666668,26.950572040929544
57,6fabc210c383c005f514b3128c57e78b,424,424,3,0,303,9,141.33333333333334,149.17886356093925
58,ada4906b8e91125c27ecc08de9e30045,87,48,4,32,54,2,21.75,23.0416289933387
