,FileID,file_count,user_count,prod_count,no_diff_count,prod_open_max,prod_open_min,prod_open_mean,prod_open_std
0,3d366d11270bc0a35304999e60cefc90,1454,1382,6,29,995,2,242.33333333333334,403.67346539829276
1,675323d1d909cd712d8040e925b4aaf3,2647,2641,7,1,1562,1,378.14285714285717,601.5741651620989
2,86cd0de332b7bea4cc51fb4c0c693c8a,360,268,3,15,272,16,120.0,134.58083073008578
3,25b2c813704e8987b4d509e4d5f96dd5,114,89,6,0,68,1,19.0,25.682678987987217
4,75c4dd0651ba22c3df62aa413eb5046d,56,45,8,2,32,1,7.0,10.37854930682924
5,bbb5c4c48b820f10aa491826edb819bf,72,51,7,2,24,1,10.285714285714286,7.8041502999853805
6,7faf92b4f5684a5ec0cae0d5ee6271a8,999,733,7,181,714,3,142.71428571428572,263.12906483683014
7,54cc9fd7267f9bfc5a10be6fc6986dba,10,4,1,0,10,10,10.0,0.0
8,bf06bb169605f735eea70a4fdf500235,335,54,8,0,219,7,41.875,72.81569199011982
9,26084e5152b6d79444a1bceec7118ee0,133,106,7,1,40,2,19.0,15.01110699893027
10,b5b389577531a96416dde5d0c93daedb,1804,1678,4,106,1358,3,451.0,624.1629060856895
11,bca9999cf427042e48227ffd68895750,128,83,1,0,128,128,128.0,0.0
12,5ba7c29015c6ff53ad7484415a466e95,1682,1495,7,19,703,5,240.28571428571428,299.97261779797736
13,d3548c2bf0fa7bb9c34050598092c996,318,309,4,4,193,6,79.5,84.05751998879498
14,78581ad63a47704acd3e337a8535a874,1120,1117,6,0,730,1,186.66666666666666,295.76184112671916
15,9efde5d6c9ad858694782e8f1c6402c6,176,150,3,3,112,14,58.666666666666664,49.57149718672348
16,82de61ec45b0148aad17f0e3da21f52b,1423,1353,8,42,815,2,177.875,276.29354860365453
17,90668634d7be7264c7601ed732f2cf37,2313,2229,7,27,1642,3,330.42857142857144,609.7911820568462
18,bbad8e232b716628365ed7a0be4392df,1382,1382,5,0,911,2,276.4,383.0056135358854
19,5ef9e7392810fbb126fa4d820f07b99e,66,49,3,0,36,7,22.0,14.52583904633395
20,74a8f1ffa2883ba768106e40f0cc7d3a,19,11,4,4,11,1,4.75,4.5
21,2a53fec89f79b53c4bfaea318646d2d0,1391,1378,5,6,650,2,278.2,282.7758829886311
22,105c51a244891fc491c340f740641229,95,77,4,0,64,4,23.75,28.075790282732914
23,ddb6d9a8b7de692027fea74170f1a37f,817,817,3,0,601,42,272.3333333333333,292.18544339739674
24,7d531950d9cdea07cd3ee1796f486ead,204,173,5,27,147,2,40.8,61.82798719026846
25,b127a91dee0c863a0103a8606b24c373,951,533,6,145,829,1,158.5,330.04408796401736
26,c8f50ad10d869ed2dd45519d10b7bda2,615,492,7,10,481,1,87.85714285714286,175.58229653681732
27,7fec6d1c2136cbf73b2002e15d941c6e,95,71,8,1,73,1,11.875,24.758476182050114
28,b591ae598deb242959e6b38673596f8d,65,62,6,0,32,1,10.833333333333334,12.237919213112443
29,f2d8372f125728a419f01763a3f800ca,134,96,7,0,61,1,19.142857142857142,22.445701677816263
30,7ad3f8c13a6f72b154787e85bc8bc4c9,28,27,3,0,24,2,9.333333333333334,12.701705922171767
31,c22af296c7778984ed94f71512dd37fd,19,19,3,0,13,3,6.333333333333333,5.773502691896257
32,037f16814566e11cd0eab96a018a4c23,83,8,2,0,80,3,41.5,54.44722215136416
